transaction_id,amount,hour,merchant_category,device_change,geo_distance_km,velocity_per_hour,is_new_merchant,label,fraud_pattern
19d7ec83-e9f9-4ba1-a6cd-8884b2be115c,304.78,10,electronics,0,1.65,2,0,0,normal
b7b84635-8345-4e50-b870-b9a90f98c71c,309.28,17,pharmacy,0,0.37,4,0,0,normal
fe19cf33-f6c5-4057-87ac-0a5523f8b2b0,7788.79,19,grocery,1,14.5,12,0,1,velocity_attack
f2e42752-267a-4001-ac69-149e881c1c31,387.63,3,restaurant,0,6.17,1,1,0,normal
a43e5f86-3f72-40ef-9b6d-fb4f62a1709a,316.48,16,electronics,0,0.43,1,0,0,normal
535a3331-23dd-4186-a2f2-3d64d8261026,1415.07,22,clothing,0,0.87,3,0,0,normal
3df6ea13-3e1a-48f7-b9a8-59d976619c5b,591.0,13,education,0,0.6,4,0,0,normal
c0725a88-1aad-4fd6-aa75-7e3c3c05caa1,359.9,9,pharmacy,0,0.26,1,0,0,normal
417ff62b-8035-4ca2-b66d-f20e1a761028,134.26,21,fuel,0,3.0,1,0,0,normal
93e9322e-9abb-4274-9023-08a2134c5a9d,226.86,7,restaurant,0,9.82,1,0,0,normal
0dc32c0e-9b1f-44bd-a6be-9a0d5ed39662,822.3,12,entertainment,0,4.11,1,0,0,normal
9751877f-85eb-4af3-8a87-a878efce202a,30.55,15,clothing,1,1.42,1,0,0,normal
d1a1daf7-8003-4ed4-921e-212bb87503cf,5588.87,20,fuel,0,0.42,16,1,1,velocity_attack
dbc1279c-4c00-41d1-85af-867142e67e6d,209.36,22,entertainment,0,1.27,2,1,0,normal
d7a7b405-cffb-4353-af88-44e4eca3d1d7,113.05,19,fuel,0,1.24,1,0,0,normal
b0c78675-457a-4a4a-a784-71091108b039,2470.17,17,electronics,0,7.02,1,1,0,normal
222a871e-283d-449d-8612-e3678b47d1a8,296.96,12,electronics,0,11.64,1,0,0,normal
eb5d2513-e053-4c0d-9daf-9c3cd5a6fd08,57.33,19,restaurant,0,23.03,2,0,0,normal
1a2acfc4-3606-4303-a0d7-a163a4d05cc2,84.49,11,restaurant,0,1.23,2,0,0,normal
4d3da9dd-f1d3-414f-9b50-c461d4b6166f,179.3,13,transport,0,10.81,1,0,0,normal
96413574-aa26-49e4-836e-285b6ea72e06,450.58,13,electronics,0,2.24,1,0,0,normal
a16dc5ee-4b60-4094-8c17-eb85c3ad4844,107.19,11,electronics,0,1.53,2,0,0,normal
d5fc183d-54dd-44ad-9e63-3be30e2d5f87,250.8,15,transport,0,4.13,1,0,0,normal
b897bc74-beeb-4c69-8fdf-b9e70c04d209,215.89,11,education,0,3.88,1,0,0,normal
84c25132-9e8d-43ce-a03f-1e23f8971ab5,2648.41,11,transport,0,5.76,1,0,0,normal
c2b7482a-5c43-4792-82c0-aa1a22d97538,4635.66,10,restaurant,1,11.94,12,0,1,velocity_attack
7d608f80-8641-46ac-98d4-7708a29eea67,483.98,16,grocery,0,0.3,1,0,0,normal
0faa5abe-9f68-410d-9b7e-a1402168823d,258.64,8,education,0,1.79,1,0,0,normal
37266892-be82-4962-b40e-4cc39a831f0e,132.42,15,restaurant,0,7.91,1,0,0,normal
3d37322e-66a8-4dbb-8b7b-5f2905fa8b0b,1574.85,10,entertainment,0,7.73,1,0,0,normal
935688d9-552e-4e42-8f2e-686f4f35838f,532.51,13,transport,0,1.34,1,0,0,normal
692a5812-4bdd-42d3-83c8-5cb9ef27bb65,442.99,20,electronics,0,4.29,3,0,0,normal
534fbceb-b6f4-4092-9626-89bdc26238fa,3678.76,21,education,0,3.63,2,0,0,normal
d95fc6c5-6e22-436d-bbbd-36cab0002055,24514.28,20,education,1,427.96,2,1,1,device_geo_jump
fce78849-852d-4b09-9dca-f420bca1b475,346.64,16,entertainment,0,0.72,2,0,0,normal
0c7f5ad4-d827-4596-be80-4990a4a61e85,73.92,16,entertainment,1,5.67,1,0,0,normal
2fd07bd8-efb3-4b3c-ba6e-ca1b23afaeeb,61.85,22,clothing,0,6.62,2,0,0,normal
c17fc9b6-6eb1-4b3c-bcb2-95ebfdffc466,44465.33,1,fuel,1,457.37,2,1,1,late_night_high
6a378e1a-4b5c-4a2e-a49e-441384be2c48,672.81,10,clothing,0,0.59,1,0,0,normal
3b7d1389-af84-4bd4-a6f8-d591a76bc0b6,235.49,15,pharmacy,0,6.21,4,0,0,normal
dc1abf0e-685e-4965-baa5-5cd54f611f39,338.75,14,restaurant,0,8.09,3,0,0,normal
96b3e82e-4a9a-44f5-936d-c5f5a9ed2cc4,47004.41,18,entertainment,1,1229.74,3,0,1,device_geo_jump
7cbee367-c19e-495d-aff4-d56c6f0bdda1,194.74,17,transport,1,3.33,2,0,0,normal
8ad1cc64-6500-4761-a8a0-80a4a4d3a908,226.29,12,clothing,0,9.15,1,0,0,normal
10c6c557-13ed-4251-906b-a831cee05fe4,279.31,21,fuel,0,1.6,1,1,0,normal
e49b3488-8fdb-43d2-8075-f81ddcf39fd2,442.99,15,entertainment,0,9.13,1,0,0,normal
52754ecd-1b79-45e3-a3ed-006956b95ad7,26.32,10,grocery,0,0.78,1,0,0,normal
6c84349f-8323-45ff-8b33-435be70ae874,698.4,12,fuel,0,5.81,3,0,0,normal
5bc574ee-6c80-46a6-bf45-12b90183b750,631.53,15,grocery,0,4.22,2,0,0,normal
1fdc8d94-30a7-4ef4-9c95-d24360fe9a2c,49.95,9,fuel,0,0.74,1,0,0,normal
9e32a2c1-0d87-4a3d-8e29-e16c53d16ff7,487.88,8,grocery,0,3.22,1,0,0,normal
97d83610-814b-4488-8384-57a239826a58,60.62,10,grocery,0,2.14,2,0,0,normal
579685b6-d548-49e4-bfa2-4548b5c49ced,198.31,12,grocery,0,3.6,3,0,0,normal
e5c7c344-efc8-4acb-a6b2-8cb2e99e067f,32421.62,9,utilities,0,78.69,1,1,1,social_engineering
d7cd49c5-0019-4590-a97d-954c0c4e4e23,230.74,19,grocery,0,2.92,1,0,0,normal
40ec5be9-44c0-483c-8920-5b8ec8bceb15,225.59,19,clothing,0,0.52,2,0,0,normal
4f561ce9-d1a8-4d3e-9474-ee6bcb532db2,229.43,10,pharmacy,0,8.86,1,0,0,normal
d04128ec-7496-4a63-9c0d-9205947755ff,228.83,9,restaurant,0,1.54,2,0,0,normal
7367ebe9-c15f-4b14-a1ba-2755305f82f0,1372.92,2,fuel,0,2.09,2,0,0,normal
53997a47-3847-446b-9c6d-fbf57e2a0d18,415.88,13,electronics,0,4.57,4,0,0,normal
2e828c7e-2dbd-4f89-92b7-fea5af4be1ca,149.77,17,pharmacy,0,2.04,1,1,0,normal
79c9d613-6c16-4a7f-a2a5-1e7a02ec2757,1118.09,7,pharmacy,0,3.46,1,0,0,normal
6202823e-6553-465d-ad14-e77e0266d13f,12.93,1,utilities,0,2.27,1,1,0,normal
5615a177-0c4c-4a65-b1d6-8e8795f61c3a,2957.75,11,electronics,0,14.39,1,0,0,normal
611d0348-8123-4a93-a7b3-980d305c7059,643.0,14,transport,0,2.08,1,0,0,normal
39271d33-c06f-4fe2-9910-f5644adcb174,181.68,14,grocery,0,4.18,1,0,0,normal
35d40545-4689-4623-beab-7d09078d6173,105.87,15,electronics,0,5.03,3,0,0,normal
47dc828a-d80c-4f00-8906-d67f3e371591,91.56,15,fuel,0,21.72,1,0,0,normal
d03d9ef3-1588-4f1c-b0d5-7404670ba912,290.34,22,restaurant,0,4.45,2,1,0,normal
5997a8f8-d029-4d52-838f-37d1520092ed,174.25,9,pharmacy,0,5.22,2,0,0,normal
f9f9df7a-8375-4415-b033-5252878088c2,744.19,9,education,0,3.43,1,0,0,normal
875bab35-e55f-4b56-8b6a-b33fae0743bc,168.09,17,electronics,0,0.38,2,1,0,normal
fa642103-7421-484c-ace8-8f1ce625ec46,14.72,19,transport,0,3.62,2,0,0,normal
74fcc24c-838d-45d1-abe4-47e1fd3bc760,35048.21,13,entertainment,1,1358.19,2,0,1,device_geo_jump
1a3ebfdd-2822-4ffb-bbd6-a0b3aab702d6,923.93,17,fuel,0,0.58,1,0,0,normal
3111fad5-040a-4828-96b9-7b6da6623a20,1022.53,15,electronics,0,2.99,2,0,0,normal
1564e3dd-c44f-4206-a00e-177b7a0b2fb7,10.61,13,utilities,0,0.53,2,0,0,normal
973c08d8-1f1b-4f6d-99a7-dceedb3081e8,238.64,15,grocery,0,5.07,1,0,0,normal
4a5a4f11-ae51-4e69-85d5-a665a7850226,115.81,16,grocery,0,0.17,1,0,0,normal
0b7b428c-4489-4e2e-9394-262f512b046c,77.54,20,transport,0,10.25,1,0,0,normal
e141b268-7083-470e-99ed-4a9c2e0fae8b,33655.15,15,clothing,0,12.7,3,1,1,social_engineering
bcba7057-0f9d-40c2-880b-d140a679d5e5,1430.04,16,pharmacy,0,1.15,4,0,0,normal
0148cf54-6959-4343-8c68-414263ef1eb2,121.56,15,pharmacy,0,1.27,1,0,0,normal
631ddf11-09dc-4a36-b8c6-b47247269448,109.95,19,restaurant,0,1.58,1,0,0,normal
ac28068a-87cc-459b-8fbc-1458f36f652a,452.21,16,pharmacy,0,0.46,3,0,0,normal
7ce330d7-a9ee-49c4-81e9-78f79172f0df,734.2,8,education,0,8.15,1,0,0,normal
9529078a-9a54-49d5-aebd-eb3b34fbbf57,587.56,17,utilities,0,4.01,2,0,0,normal
5f4b82e2-f98c-40bc-9c01-9a9f3be5c1e3,248.69,8,entertainment,0,5.63,2,0,0,normal
f10784e4-f5ea-48b8-b42c-27776685e865,339.93,20,restaurant,0,2.71,3,0,0,normal
b47853a8-33fb-49f3-8ed2-0bc582671551,520.87,18,transport,0,3.24,2,0,0,normal
f17d5926-2c09-442b-88b9-babc0cbb7f1b,61.46,13,fuel,0,3.74,1,0,0,normal
45200d03-22f5-4bb1-b7cf-5170de8b4384,138.43,17,transport,1,0.05,2,0,0,normal
91bcf183-262e-443b-ae7d-f9097532a4d6,459.22,10,grocery,0,5.68,4,1,0,normal
d8ae6651-70e5-4e6d-99b9-869283eaf8fc,67.72,21,clothing,0,0.54,1,0,0,normal
422234f0-e09a-4528-aa96-ba397cee147b,126.08,10,transport,0,8.14,1,0,0,normal
81ea6850-5bab-4c77-9ef1-5694b7e62ac6,418.83,18,pharmacy,0,5.61,4,0,0,normal
92254f08-708b-477a-b4fc-92ecf0718dde,333.97,10,electronics,0,4.22,1,1,0,normal
f170fd23-27d5-41bb-8c3c-36445a65daf4,72.07,9,utilities,0,1.64,3,0,0,normal
689b1df7-4f06-44b5-a6a8-71961ced26a1,221.6,10,pharmacy,0,0.07,4,0,0,normal
11077f1f-523a-4ac9-8109-4f32e3ca0d07,69.07,13,utilities,0,2.21,2,0,0,normal
ecae8c9e-780e-4719-aae7-1a74b5d6e37b,1337.37,2,clothing,0,3.48,1,0,0,normal
d0a986c7-207f-4a87-9f2c-be4b0a1fdb56,727.96,12,pharmacy,0,3.77,1,0,0,normal
7e1d246d-b1c1-4fb1-91de-9699afb8c21f,145.73,10,entertainment,0,0.62,1,0,0,normal
3c846e6a-ba92-4fb2-9405-2cc77796a4fa,198.64,13,entertainment,0,10.89,1,1,0,normal
d08f7b22-ddd9-4fda-a7a4-dab5c87f02b4,104.7,7,entertainment,0,1.96,1,0,0,normal
279ba915-8cef-433e-a53a-2bb19bf88e5e,181.45,20,electronics,0,1.0,2,0,0,normal
a0443747-0219-4ecd-a268-2a0a3eb66f33,103.09,7,entertainment,0,1.13,3,0,0,normal
7f30a6e0-3deb-4c3c-91d6-3ac74cb9b553,754.8,21,education,0,4.02,1,0,0,normal
f18da71f-1801-461e-bc5a-22b4de558fd0,169.02,17,restaurant,0,2.15,2,0,0,normal
05e929ad-b023-4c0a-8523-eb0a2626481a,42.65,0,restaurant,0,2.09,1,0,0,normal
0daa4655-6234-4ad0-87c2-f0358a4466bd,298.59,3,utilities,0,3.08,2,0,0,normal
d2605a30-91b1-4888-b1a8-cb6db37baa0a,68341.52,4,restaurant,1,986.18,2,1,1,late_night_high
88565a69-84ba-41d0-8f61-eaf3a445dffe,205.83,11,education,0,0.91,1,0,0,normal
2e908aef-7d32-40d2-8cfc-b83b6421d36c,790.17,20,entertainment,0,4.61,1,0,0,normal
8bb44ead-f6c0-4331-9dc2-25bdea98a934,436.74,14,fuel,0,0.19,1,0,0,normal
be75d863-f6e1-47e3-b7f6-9e15d78c64f9,315.89,16,transport,0,0.81,2,0,0,normal
40ccfe9d-20a1-48ea-9f32-92720796ee48,8071.27,19,transport,0,52.7,2,1,1,social_engineering
6e5197d1-0432-4907-983f-0e605f1db4f7,1002.56,13,education,0,4.53,1,1,0,normal
13bad57b-ccde-43dd-834f-a591ebd562ed,584.16,8,restaurant,0,6.32,1,0,0,normal
b4e05ffc-2ebf-4b68-be6d-63552feadcc2,808.39,5,clothing,0,7.18,3,0,0,normal
0e654f04-03f7-4f8d-8b9e-5cfa5b04cc06,428.29,16,transport,0,6.62,1,0,0,normal
416641bf-324d-4298-9be3-108ac7641cd2,87.54,12,restaurant,0,1.12,1,0,0,normal
85dcc9ec-9e3c-43a6-b581-2ae0ec1e2388,1152.95,19,pharmacy,0,0.05,2,0,0,normal
baeff44f-cdf4-4fa8-8b5a-9191ac2f18ac,353.67,14,entertainment,0,7.55,1,0,0,normal
1c23c5d5-924d-41af-86e0-92f138dc96ca,352.28,11,clothing,0,0.61,2,0,0,normal
6ec589cd-920a-47a2-a4c7-1dce0bed7982,294.89,12,restaurant,0,5.61,1,0,0,normal
a54ed173-54cf-41d5-a241-33a0f64c9062,265.05,22,grocery,0,1.44,1,0,0,normal
34bb5a5d-98e3-4727-83b2-c0afda5c6baa,1276.55,13,utilities,0,8.55,1,0,0,normal
a9f17ae6-914d-427d-a5ae-e632926c91a9,62.51,20,entertainment,0,1.0,1,0,0,normal
dfb226c0-c48d-4b95-808d-8176ca61e860,832.67,16,restaurant,0,6.18,2,0,0,normal
bc1b426e-bbfd-4e41-bc8e-e3dc5a3ea7a5,98.69,18,utilities,0,5.28,3,0,0,normal
5d738280-3f3a-4463-bcbc-3a3377f9375f,604.22,15,transport,0,2.76,1,0,0,normal
b450e588-1a47-4f45-b627-6c93a1877b66,165.88,17,clothing,0,0.44,2,0,0,normal
d31d8e93-0f91-4f82-b784-4b7f286bed34,157.95,12,clothing,1,11.62,1,0,0,normal
5428e47a-8693-4df2-9796-154cc9ba725b,326.07,20,education,0,0.24,1,0,0,normal
70ebc419-bab4-4dd2-82a9-1fc4b048b4f1,811.25,11,electronics,0,0.35,1,0,0,normal
7d6d32d0-52eb-4e42-b147-ac65a41b935f,98.53,10,electronics,0,1.51,1,0,0,normal
293a9df9-fa7f-4740-8fc7-fb693cfa0a94,115.88,10,clothing,0,3.01,2,0,0,normal
1447c0a9-6ed3-42dd-811b-ebcfad8219aa,314.39,0,restaurant,0,0.72,1,0,0,normal
ba816b8f-8906-4a7d-9d40-afcecefe24f3,474.54,13,education,0,2.05,2,0,0,normal
84d9f694-122e-4649-acc8-b1d2da0e400c,1107.13,19,electronics,0,4.7,2,0,0,normal
f13c5b6e-779a-4b4a-b162-f4beea642bc2,38.17,18,grocery,0,3.95,3,0,0,normal
9f7ae891-4147-45bb-b72d-50bc86048900,765.29,13,pharmacy,0,13.4,1,0,0,normal
399cfb67-5ba6-4a74-a797-433663535485,82.67,13,clothing,0,2.68,2,0,0,normal
04d44ba2-728e-4afc-9bb0-3dc3a46bfeed,997.89,5,utilities,0,14.48,1,0,0,normal
f3ea11b0-e12c-4824-811e-ab02f131db27,324.55,18,utilities,1,1.53,2,0,0,normal
19159658-e927-4a27-8458-f85327f35533,82.52,16,clothing,0,2.79,1,0,0,normal
5312364a-70b8-498f-8159-bb602d3092ba,142.11,17,restaurant,0,2.11,3,0,0,normal
e364413c-5c0d-4b10-a426-00ce3f374fc4,180.89,22,fuel,0,1.06,1,0,0,normal
0890c9a8-8f05-443b-a054-71cac894bb4f,86457.33,4,entertainment,1,1182.93,2,1,1,late_night_high
6b9eef68-b756-4a72-97a4-071f9a94538e,51.63,14,grocery,0,1.37,2,0,0,normal
99c4270f-fe91-4de8-99a7-50aa20aee3e3,2075.7,11,entertainment,0,1.13,1,0,0,normal
efd0566e-c73c-455f-aa32-79b2a60d4f63,197.66,6,restaurant,1,18.45,2,0,0,normal
59b589fb-19f8-4140-be13-829d2bdf9413,221.13,9,education,0,8.33,2,0,0,normal
f0ba257a-89a3-4b71-bee0-edd126f731ae,252.08,5,pharmacy,0,3.17,3,1,0,normal
a1fbf248-f608-4824-af8c-1bda5386a541,1655.08,14,electronics,0,2.28,2,0,0,normal
8152d934-a8f1-4770-babf-7ea359709267,87.7,9,pharmacy,0,3.45,2,0,0,normal
23e66f48-c810-4206-b304-e0b7cec00bfd,569.06,19,electronics,0,4.57,2,0,0,normal
99f0668b-0df2-47f6-869d-e508f9391e76,48975.3,2,utilities,1,968.99,1,1,1,late_night_high
83730cf0-ed57-4cb5-907e-58bb02d719aa,115.92,15,education,0,1.32,1,0,0,normal
dcbdbf57-66ee-4243-98fe-a8b02ef30f76,33.66,9,utilities,0,1.15,3,0,0,normal
01590c5b-ec0a-4f1b-b670-cc732344203c,84.06,11,education,0,1.12,1,0,0,normal
0ba8433f-b2d2-49aa-9029-6bc6888d9fa5,145.5,12,electronics,0,1.14,2,0,0,normal
462e9a56-6cc6-4c52-9f2a-6bf6e85a869f,55.14,14,fuel,0,1.91,1,0,0,normal
244656d1-b689-4f09-9bb7-a145e4190d38,337.82,12,pharmacy,0,0.9,1,0,0,normal
e72220b6-0caa-4627-a67d-770ec9e8a5fc,527.01,10,entertainment,0,1.3,1,0,0,normal
f022aa08-3746-4d90-a78c-ce3ee501cae5,1054.5,12,education,0,2.05,2,1,0,normal
d96b5967-e70d-43c3-83e6-6457ed611a7f,921.06,8,entertainment,0,1.02,4,0,0,normal
d669c712-8c0d-4938-8269-576773defb49,1453.6,17,utilities,0,0.9,1,0,0,normal
4096b885-8f65-4a65-b152-86d7459c6135,32423.15,16,entertainment,0,62.41,2,1,1,social_engineering
de2ed25c-5a4e-491e-963b-38b6e2a1be40,122.82,21,grocery,0,10.79,2,1,0,normal
9ea35ec9-d2e4-4428-86ee-9e7a7929eadb,850.7,11,transport,0,1.71,3,0,0,normal
334699d1-a94a-48a2-bd95-8819a90a327f,1028.32,12,entertainment,0,4.82,1,0,0,normal
8601e41f-ba17-4804-8368-e99bbd17789a,46.29,6,grocery,0,1.8,1,0,0,normal
fc00b0dc-3192-45fb-8df5-72f963b66d6d,198.87,6,fuel,0,4.6,1,0,0,normal
518bfb1b-0967-42c8-abbb-027185a74420,715.5,10,clothing,0,1.61,2,0,0,normal
7a0deab5-8747-46d3-bd84-b552f6bdf068,238.52,10,education,0,7.16,1,0,0,normal
b74c9682-5bc3-4905-b35c-f084a3cb3e8a,254.98,2,entertainment,0,8.05,1,0,0,normal
dbb5921e-71b9-445e-a744-c1e29f0bc5d7,879.73,13,fuel,0,5.53,2,0,0,normal
36fce55d-8e09-4919-86ae-947017c13b12,152.97,8,entertainment,0,0.96,1,0,0,normal
0495525a-9b9a-4322-be86-d16fb6a5730d,355.24,9,transport,0,3.67,2,0,0,normal
f826cf06-6de8-4eb3-b270-ae1474af15fa,129.37,13,transport,0,1.51,2,0,0,normal
7203a0c0-e05c-4d75-bccc-3da4a655328f,76.4,10,entertainment,1,1.07,2,0,0,normal
8bca7d22-a03f-458c-804c-390abbc98daa,133.16,15,utilities,0,1.37,2,0,0,normal
8c07ff96-16cb-4a6f-9bff-3a5eba1f0f15,553.9,23,entertainment,0,12.19,1,1,0,normal
9d3ddb63-6a03-4d7b-8b57-e74339ffc3c1,706.67,22,pharmacy,0,1.12,1,0,0,normal
ce0c91d6-6e8f-46a0-9565-628bbd7d8b36,482.65,2,fuel,0,3.89,1,0,0,normal
b59e7c04-8e33-44e0-849d-9bf945343812,409.54,19,fuel,0,8.56,2,0,0,normal
2fc63c4a-6354-4d28-b02f-63ff9bbd0dbf,70.61,14,clothing,0,2.37,1,0,0,normal
eed9ed9a-d51b-42d7-82e4-feefbae1877f,108.59,18,electronics,0,2.9,1,0,0,normal
c576cae8-15e3-43aa-a27b-872d52fcd325,291.64,22,grocery,0,2.06,1,0,0,normal
b5dbb1e2-0311-4bac-81f3-9ff4d057f3e6,154.55,12,utilities,0,2.22,2,0,0,normal
4e0f457c-363c-4cff-a326-a56467204c0e,64.06,12,electronics,0,1.42,3,1,0,normal
b00fa051-f434-4017-b4e5-c9e1a996ee33,66.81,16,fuel,0,0.77,1,0,0,normal
180596a3-8a0d-460e-ba99-b05064a4724c,308.11,4,grocery,0,20.07,1,0,0,normal
d5b80c3d-c519-42bf-88b6-f876dfea6680,673.6,9,transport,0,0.83,2,0,0,normal
37c91a46-932f-45f7-92e9-5484b8063b45,32.29,18,restaurant,0,1.11,1,0,0,normal
486f9815-c9db-4fa3-8a6b-fb363cb25bef,31427.69,2,fuel,1,641.38,2,1,1,late_night_high
c1026a1e-fcc0-49b6-bb40-130a139662ff,285.91,13,transport,1,1.97,1,0,0,normal
8f2a19ef-82fb-4c64-ae1a-f87dbbf0c369,61.23,19,restaurant,0,1.39,1,0,0,normal
a5578018-0eeb-47ce-8ee8-638e087e335f,366.46,12,clothing,0,0.19,1,0,0,normal
969a70e4-0219-4891-8de6-1e7893c23193,73.76,9,fuel,0,3.71,1,0,0,normal
3c492cde-4c85-4b7d-9db1-5a7b59e6d483,3598.42,18,grocery,0,32.52,1,1,1,social_engineering
b6644dab-8a41-4c3b-be6c-52337f615487,940.21,16,clothing,0,0.42,2,0,0,normal
9432521b-926e-4054-b3d0-c15d0bf90739,192.62,12,utilities,0,3.37,1,0,0,normal
a879f6e7-832a-43f9-b0ef-d668179e6d66,793.41,2,fuel,0,5.79,1,0,0,normal
4c684f19-320f-4cb0-8a8b-b33f324e3e5f,929.35,16,utilities,1,11.73,2,0,0,normal
